Team 1,Team 2,Winner,Margin,Ground,Match Date,Scorecard,Format
India,South Africa,South Africa,5 wickets,Sharjah,"Apr 17, 1996",ODI # 1100,ODI 
India,South Africa,South Africa,80 runs,Sharjah,"Apr 14, 1996",ODI # 1097,ODI 
India,South Africa,South Africa,14 runs,Hamilton,"Feb 18, 1995",ODI # 977,ODI 
India,South Africa,India,2 runs,Eden Gardens,"Nov 24, 1993",ODI # 856,ODI 
India,South Africa,India,43 runs,Mohali,"Nov 22, 1993",ODI # 855,ODI 
South Africa,India,India,5 wickets,East London,"Dec 19, 1992",ODI # 784,ODI 
South Africa,India,South Africa,39 runs,Durban,"Dec 17, 1992",ODI # 783,ODI 
South Africa,India,South Africa,8 wickets,Bloemfontein,"Dec 15, 1992",ODI # 781,ODI 
South Africa,India,South Africa,6 wickets,Johannesburg,"Dec 13, 1992",ODI # 779,ODI 
South Africa,India,India,4 wickets,Centurion,"Dec 11, 1992",ODI # 774,ODI 
South Africa,India,South Africa,6 wickets,Gqeberha,"Dec 9, 1992",ODI # 772,ODI 
South Africa,India,South Africa,6 wickets,Cape Town,"Dec 7, 1992",ODI # 770,ODI 
India,South Africa,South Africa,6 wickets,Adelaide,"Mar 15, 1992",ODI # 745,ODI 
India,South Africa,South Africa,8 wickets,New Delhi,"Nov 14, 1991",ODI # 688,ODI 
India,South Africa,India,38 runs,Gwalior,"Nov 12, 1991",ODI # 687,ODI 
India,South Africa,India,3 wickets,Eden Gardens,"Nov 10, 1991",ODI # 686,ODI 
South Africa,India,India,135 runs,Johannesburg,"Nov 15, 2024",T20I # 2952,T20I 
South Africa,India,India,11 runs,Centurion,"Nov 13, 2024",T20I # 2947,T20I 
South Africa,India,South Africa,3 wickets,Gqeberha,"Nov 10, 2024",T20I # 2942,T20I 
South Africa,India,India,61 runs,Durban,"Nov 8, 2024",T20I # 2938,T20I 
India,South Africa,India,7 runs,Bridgetown,"Jun 29, 2024",T20I # 2729,T20I 
South Africa,India,India,106 runs,Johannesburg,"Dec 14, 2023",T20I # 2401,T20I 
South Africa,India,South Africa,5 wickets,Gqeberha,"Dec 12, 2023",T20I # 2396,T20I 
India,South Africa,South Africa,5 wickets,Perth,"Oct 30, 2022",T20I # 1853,T20I 
India,South Africa,South Africa,49 runs,Indore,"Oct 4, 2022",T20I # 1805,T20I 
India,South Africa,India,16 runs,Guwahati,"Oct 2, 2022",T20I # 1803,T20I 
India,South Africa,India,8 wickets,Thiruvananthapuram,"Sep 28, 2022",T20I # 1800,T20I 
India,South Africa,no result,,Bengaluru,"Jun 19, 2022",T20I # 1575,T20I 
India,South Africa,India,82 runs,Rajkot,"Jun 17, 2022",T20I # 1572,T20I 
India,South Africa,India,48 runs,Visakhapatnam,"Jun 14, 2022",T20I # 1571,T20I 
India,South Africa,South Africa,4 wickets,Cuttack,"Jun 12, 2022",T20I # 1569,T20I 
India,South Africa,South Africa,7 wickets,Delhi,"Jun 9, 2022",T20I # 1554,T20I 
India,South Africa,South Africa,9 wickets,Bengaluru,"Sep 22, 2019",T20I # 893,T20I 
India,South Africa,India,7 wickets,Mohali,"Sep 18, 2019",T20I # 888,T20I 
South Africa,India,India,7 runs,Cape Town,"Feb 24, 2018",T20I # 655,T20I 
South Africa,India,South Africa,6 wickets,Centurion,"Feb 21, 2018",T20I # 654,T20I 
South Africa,India,India,28 runs,Johannesburg,"Feb 18, 2018",T20I # 652,T20I 
India,South Africa,South Africa,6 wickets,Cuttack,"Oct 5, 2015",T20I # 457,T20I 
India,South Africa,South Africa,7 wickets,Dharamsala,"Oct 2, 2015",T20I # 456,T20I 
India,South Africa,India,6 wickets,Mirpur,"Apr 4, 2014",T20I # 399,T20I 
India,South Africa,India,1 run,Colombo (RPS),"Oct 2, 2012",T20I # 286,T20I 
South Africa,India,South Africa,11 runs,Johannesburg,"Mar 30, 2012",T20I # 242,T20I 
South Africa,India,India,21 runs,Durban,"Jan 9, 2011",T20I # 196,T20I 
India,South Africa,India,14 runs,Gros Islet,"May 2, 2010",T20I # 155,T20I 
India,South Africa,South Africa,12 runs,Nottingham,"Jun 16, 2009",T20I # 113,T20I 
South Africa,India,India,37 runs,Durban,"Sep 20, 2007",T20I # 43,T20I 
South Africa,India,India,6 wickets,Johannesburg,"Dec 1, 2006",T20I # 10,T20I 
India,Sri Lanka,India,238 runs,Bengaluru,"Mar 12-14, 2022",Test # 2456,Test 
India,Sri Lanka,India,inns & 222 runs,Mohali,"Mar 4-6, 2022",Test # 2452,Test 
India,Sri Lanka,drawn,,Delhi,"Dec 2-6, 2017",Test # 2286,Test 
India,Sri Lanka,India,inns & 239 runs,Nagpur,"Nov 24-27, 2017",Test # 2283,Test 
India,Sri Lanka,drawn,,Eden Gardens,"Nov 16-20, 2017",Test # 2281,Test 
Sri Lanka,India,India,inns & 171 runs,Pallekele,"Aug 12-14, 2017",Test # 2269,Test 
Sri Lanka,India,India,inns & 53 runs,Colombo (SSC),"Aug 3-6, 2017",Test # 2267,Test 
Sri Lanka,India,India,304 runs,Galle,"Jul 26-29, 2017",Test # 2265,Test 
Sri Lanka,India,India,117 runs,Colombo (SSC),"Aug 28-Sep 1, 2015",Test # 2179,Test 
Sri Lanka,India,India,278 runs,Colombo (PSS),"Aug 20-24, 2015",Test # 2177,Test 
Sri Lanka,India,Sri Lanka,63 runs,Galle,"Aug 12-15, 2015",Test # 2176,Test 
Sri Lanka,India,India,5 wickets,Colombo (PSS),"Aug 3-7, 2010",Test # 1968,Test 
Sri Lanka,India,drawn,,Colombo (SSC),"Jul 26-30, 2010",Test # 1966,Test 
Sri Lanka,India,Sri Lanka,10 wickets,Galle,"Jul 18-22, 2010",Test # 1964,Test 
India,Sri Lanka,India,inns & 24 runs,Brabourne,"Dec 2-6, 2009",Test # 1937,Test 
India,Sri Lanka,India,inns & 144 runs,Kanpur,"Nov 24-27, 2009",Test # 1935,Test 
India,Sri Lanka,drawn,,Ahmedabad,"Nov 16-20, 2009",Test # 1933,Test 
Sri Lanka,India,Sri Lanka,8 wickets,Colombo (PSS),"Aug 8-11, 2008",Test # 1886,Test 
Sri Lanka,India,India,170 runs,Galle,"Jul 31-Aug 3, 2008",Test # 1884,Test 
Sri Lanka,India,Sri Lanka,inns & 239 runs,Colombo (SSC),"Jul 23-26, 2008",Test # 1882,Test 
India,Sri Lanka,India,259 runs,Ahmedabad,"Dec 18-22, 2005",Test # 1778,Test 
India,Sri Lanka,India,188 runs,Delhi,"Dec 10-14, 2005",Test # 1776,Test 
India,Sri Lanka,drawn,,Chennai,"Dec 2-6, 2005",Test # 1775,Test 
Sri Lanka,India,Sri Lanka,inns & 77 runs,Colombo (SSC),"Aug 29-Sep 2, 2001",Test # 1559,Test 
Sri Lanka,India,India,7 wickets,Kandy,"Aug 22-25, 2001",Test # 1557,Test 
Sri Lanka,India,Sri Lanka,10 wickets,Galle,"Aug 14-17, 2001",Test # 1555,Test 
Sri Lanka,India,drawn,,Colombo (SSC),"Feb 24-28, 1999",Test # 1445,Test 
India,Sri Lanka,drawn,,Wankhede,"Dec 3-7, 1997",Test # 1390,Test 
India,Sri Lanka,drawn,,Nagpur,"Nov 26-30, 1997",Test # 1387,Test 
India,Sri Lanka,drawn,,Mohali,"Nov 19-23, 1997",Test # 1385,Test 
Sri Lanka,India,drawn,,Colombo (SSC),"Aug 9-13, 1997",Test # 1376,Test 
Sri Lanka,India,drawn,,Colombo (RPS),"Aug 2-6, 1997",Test # 1374,Test 
India,Sri Lanka,India,inns & 17 runs,Ahmedabad,"Feb 8-12, 1994",Test # 1247,Test 
India,Sri Lanka,India,inns & 95 runs,Bengaluru,"Jan 26-30, 1994",Test # 1245,Test 
India,Sri Lanka,India,inns & 119 runs,Lucknow,"Jan 18-22, 1994",Test # 1244,Test 
Sri Lanka,India,drawn,,Colombo (PSS),"Aug 4-9, 1993",Test # 1229,Test 
Sri Lanka,India,India,235 runs,Colombo (SSC),"Jul 27-Aug 1, 1993",Test # 1228,Test 
Sri Lanka,India,drawn,,Kandy,"Jul 17-22, 1993",Test # 1226,Test 
India,Sri Lanka,India,inns & 8 runs,Chandigarh,"Nov 23-27, 1990",Test # 1156,Test 
India,Sri Lanka,India,inns & 67 runs,Cuttack,"Jan 4-7, 1987",Test # 1064,Test 
India,Sri Lanka,India,inns & 106 runs,Nagpur,"Dec 27-31, 1986",Test # 1063,Test 
India,Sri Lanka,drawn,,Kanpur,"Dec 17-22, 1986",Test # 1061,Test 
Sri Lanka,India,drawn,,Kandy,"Sep 14-19, 1985",Test # 1025,Test 
Sri Lanka,India,Sri Lanka,149 runs,Colombo (PSS),"Sep 6-11, 1985",Test # 1024,Test 
Sri Lanka,India,drawn,,Colombo (SSC),"Aug 30-Sep 4, 1985",Test # 1023,Test 
India,Sri Lanka,drawn,,Chennai,"Sep 17-22, 1982",Test # 934,Test 
Sri Lanka,India,Sri Lanka,110 runs,Colombo (RPS),"Aug 7, 2024",ODI # 4754,ODI 
Sri Lanka,India,Sri Lanka,32 runs,Colombo (RPS),"Aug 4, 2024",ODI # 4753,ODI 
Sri Lanka,India,tied,,Colombo (RPS),"Aug 2, 2024",ODI # 4752,ODI 
India,Sri Lanka,India,302 runs,Wankhede,"Nov 2, 2023",ODI # 4690,ODI 
Sri Lanka,India,India,10 wickets,Colombo (RPS),"Sep 17, 2023",ODI # 4649,ODI 
Sri Lanka,India,India,41 runs,Colombo (RPS),"Sep 12, 2023",ODI # 4641,ODI 
India,Sri Lanka,India,317 runs,Thiruvananthapuram,"Jan 15, 2023",ODI # 4505,ODI 
India,Sri Lanka,India,4 wickets,Eden Gardens,"Jan 12, 2023",ODI # 4503,ODI 
India,Sri Lanka,India,67 runs,Guwahati,"Jan 10, 2023",ODI # 4501,ODI 
Sri Lanka,India,Sri Lanka,3 wickets,Colombo (RPS),"Jul 23, 2021",ODI # 4312,ODI 
Sri Lanka,India,India,3 wickets,Colombo (RPS),"Jul 20, 2021",ODI # 4309,ODI 
Sri Lanka,India,India,7 wickets,Colombo (RPS),"Jul 18, 2021",ODI # 4307,ODI 
India,Sri Lanka,India,7 wickets,Leeds,"Jul 6, 2019",ODI # 4187,ODI 
India,Sri Lanka,India,8 wickets,Visakhapatnam,"Dec 17, 2017",ODI # 3942,ODI 
India,Sri Lanka,India,141 runs,Mohali,"Dec 13, 2017",ODI # 3941,ODI 
India,Sri Lanka,Sri Lanka,7 wickets,Dharamsala,"Dec 10, 2017",ODI # 3939,ODI 
Sri Lanka,India,India,6 wickets,Colombo (RPS),"Sep 3, 2017",ODI # 3909,ODI 
Sri Lanka,India,India,168 runs,Colombo (RPS),"Aug 31, 2017",ODI # 3908,ODI 
Sri Lanka,India,India,6 wickets,Pallekele,"Aug 27, 2017",ODI # 3907,ODI 
Sri Lanka,India,India,3 wickets,Pallekele,"Aug 24, 2017",ODI # 3906,ODI 
Sri Lanka,India,India,9 wickets,Dambulla,"Aug 20, 2017",ODI # 3905,ODI 
India,Sri Lanka,Sri Lanka,7 wickets,The Oval,"Jun 8, 2017",ODI # 3882,ODI 
India,Sri Lanka,India,3 wickets,Ranchi,"Nov 16, 2014",ODI # 3547,ODI 
India,Sri Lanka,India,153 runs,Eden Gardens,"Nov 13, 2014",ODI # 3544,ODI 
India,Sri Lanka,India,6 wickets,Hyderabad,"Nov 9, 2014",ODI # 3543,ODI 
India,Sri Lanka,India,6 wickets,Ahmedabad,"Nov 6, 2014",ODI # 3540,ODI 
India,Sri Lanka,India,169 runs,Cuttack,"Nov 2, 2014",ODI # 3539,ODI 
India,Sri Lanka,Sri Lanka,2 wickets,Fatullah,"Feb 28, 2014",ODI # 3476,ODI 
India,Sri Lanka,India,1 wicket,Port of Spain,"Jul 11, 2013",ODI # 3388,ODI 
India,Sri Lanka,India,81 runs,Port of Spain,"Jul 9, 2013",ODI # 3387,ODI 
India,Sri Lanka,Sri Lanka,161 runs,Kingston,"Jul 2, 2013",ODI # 3382,ODI 
India,Sri Lanka,India,8 wickets,Cardiff,"Jun 20, 2013",ODI # 3376,ODI 
Sri Lanka,India,India,20 runs,Pallekele,"Aug 4, 2012",ODI # 3295,ODI 
Sri Lanka,India,India,6 wickets,Colombo (RPS),"Jul 31, 2012",ODI # 3294,ODI 
Sri Lanka,India,India,5 wickets,Colombo (RPS),"Jul 28, 2012",ODI # 3293,ODI 
Sri Lanka,India,Sri Lanka,9 wickets,Hambantota,"Jul 24, 2012",ODI # 3292,ODI 
Sri Lanka,India,India,21 runs,Hambantota,"Jul 21, 2012",ODI # 3291,ODI 
India,Sri Lanka,India,50 runs,Mirpur,"Mar 13, 2012",ODI # 3259,ODI 
India,Sri Lanka,India,7 wickets,Hobart,"Feb 28, 2012",ODI # 3251,ODI 
India,Sri Lanka,Sri Lanka,51 runs,Brisbane,"Feb 21, 2012",ODI # 3246,ODI 
India,Sri Lanka,tied,,Adelaide,"Feb 14, 2012",ODI # 3239,ODI 
India,Sri Lanka,India,4 wickets,W.A.C.A,"Feb 8, 2012",ODI # 3233,ODI 
India,Sri Lanka,India,6 wickets,Wankhede,"Apr 2, 2011",ODI # 3148,ODI 
Sri Lanka,India,Sri Lanka,74 runs,Dambulla,"Aug 28, 2010",ODI # 3040,ODI 
Sri Lanka,India,Sri Lanka,8 wickets,Dambulla,"Aug 22, 2010",ODI # 3038,ODI 
Sri Lanka,India,India,6 wickets,Dambulla,"Aug 16, 2010",ODI # 3032,ODI 
Sri Lanka,India,India,81 runs,Dambulla,"Jun 24, 2010",ODI # 3001,ODI 
Sri Lanka,India,Sri Lanka,7 wickets,Dambulla,"Jun 22, 2010",ODI # 2999,ODI 
India,Sri Lanka,Sri Lanka,6 wickets,Harare,"Jun 5, 2010",ODI # 2988,ODI 
India,Sri Lanka,India,7 wickets,Bulawayo,"May 30, 2010",ODI # 2983,ODI 
India,Sri Lanka,Sri Lanka,4 wickets,Mirpur,"Jan 13, 2010",ODI # 2943,ODI 
India,Sri Lanka,India,8 wickets,Mirpur,"Jan 10, 2010",ODI # 2941,ODI 
India,Sri Lanka,Sri Lanka,5 wickets,Mirpur,"Jan 5, 2010",ODI # 2938,ODI 
India,Sri Lanka,no result,,Delhi,"Dec 27, 2009",ODI # 2936,ODI 
India,Sri Lanka,India,7 wickets,Eden Gardens,"Dec 24, 2009",ODI # 2935,ODI 
India,Sri Lanka,India,7 wickets,Cuttack,"Dec 21, 2009",ODI # 2934,ODI 
India,Sri Lanka,Sri Lanka,3 wickets,Nagpur,"Dec 18, 2009",ODI # 2933,ODI 
India,Sri Lanka,India,3 runs,Rajkot,"Dec 15, 2009",ODI # 2932,ODI 
Sri Lanka,India,India,46 runs,Colombo (RPS),"Sep 14, 2009",ODI # 2889,ODI 
Sri Lanka,India,Sri Lanka,139 runs,Colombo (RPS),"Sep 12, 2009",ODI # 2887,ODI 
Sri Lanka,India,Sri Lanka,68 runs,Colombo (RPS),"Feb 8, 2009",ODI # 2818,ODI 
Sri Lanka,India,India,67 runs,Colombo (RPS),"Feb 5, 2009",ODI # 2815,ODI 
Sri Lanka,India,India,147 runs,Colombo (RPS),"Feb 3, 2009",ODI # 2813,ODI 
Sri Lanka,India,India,15 runs,Colombo (RPS),"Jan 31, 2009",ODI # 2810,ODI 
Sri Lanka,India,India,6 wickets,Dambulla,"Jan 28, 2009",ODI # 2806,ODI 
Sri Lanka,India,Sri Lanka,112 runs,Colombo (RPS),"Aug 29, 2008",ODI # 2756,ODI 
Sri Lanka,India,India,46 runs,Colombo (RPS),"Aug 27, 2008",ODI # 2755,ODI 
Sri Lanka,India,India,33 runs,Colombo (RPS),"Aug 24, 2008",ODI # 2750,ODI 
Sri Lanka,India,India,3 wickets,Dambulla,"Aug 20, 2008",ODI # 2745,ODI 
Sri Lanka,India,Sri Lanka,8 wickets,Dambulla,"Aug 18, 2008",ODI # 2742,ODI 
India,Sri Lanka,Sri Lanka,100 runs,Karachi,"Jul 6, 2008",ODI # 2735,ODI 
India,Sri Lanka,India,6 wickets,Karachi,"Jul 3, 2008",ODI # 2732,ODI 
India,Sri Lanka,India,7 wickets,Hobart,"Feb 26, 2008",ODI # 2686,ODI 
India,Sri Lanka,India,2 wickets,Adelaide,"Feb 19, 2008",ODI # 2681,ODI 
India,Sri Lanka,Sri Lanka,8 wickets,Canberra,"Feb 12, 2008",ODI # 2676,ODI 
India,Sri Lanka,no result,,Brisbane,"Feb 5, 2008",ODI # 2672,ODI 
India,Sri Lanka,Sri Lanka,69 runs,Port of Spain,"Mar 23, 2007",ODI # 2550,ODI 
India,Sri Lanka,India,7 wickets,Visakhapatnam,"Feb 17, 2007",ODI # 2525,ODI 
India,Sri Lanka,India,5 wickets,Margao,"Feb 14, 2007",ODI # 2522,ODI 
India,Sri Lanka,Sri Lanka,5 runs,Rajkot,"Feb 11, 2007",ODI # 2520,ODI 
India,Sri Lanka,no result,,Eden Gardens,"Feb 8, 2007",ODI # 2514,ODI 
Sri Lanka,India,no result,,Colombo (SSC),"Aug 18-19, 2006",ODI # 2405,ODI 
India,Sri Lanka,India,5 wickets,Vadodara,"Nov 12, 2005",ODI # 2296,ODI 
India,Sri Lanka,India,7 wickets,Rajkot,"Nov 9, 2005",ODI # 2295,ODI 
India,Sri Lanka,Sri Lanka,5 wickets,Ahmedabad,"Nov 6, 2005",ODI # 2294,ODI 
India,Sri Lanka,India,4 wickets,Pune,"Nov 3, 2005",ODI # 2291,ODI 
India,Sri Lanka,India,6 wickets,Jaipur,"Oct 31, 2005",ODI # 2290,ODI 
India,Sri Lanka,India,8 wickets,Mohali,"Oct 28, 2005",ODI # 2287,ODI 
India,Sri Lanka,India,152 runs,Nagpur,"Oct 25, 2005",ODI # 2286,ODI 
Sri Lanka,India,Sri Lanka,18 runs,Colombo (RPS),"Aug 9, 2005",ODI # 2268,ODI 
Sri Lanka,India,Sri Lanka,4 wickets,Dambulla,"Aug 3, 2005",ODI # 2265,ODI 
Sri Lanka,India,Sri Lanka,3 wickets,Dambulla,"Jul 30, 2005",ODI # 2262,ODI 
Sri Lanka,India,Sri Lanka,25 runs,Colombo (RPS),"Aug 1, 2004",ODI # 2155,ODI 
Sri Lanka,India,India,4 runs,Colombo (RPS),"Jul 27, 2004",ODI # 2153,ODI 
Sri Lanka,India,Sri Lanka,12 runs,Dambulla,"Jul 18, 2004",ODI # 2148,ODI 
India,Sri Lanka,India,183 runs,Johannesburg,"Mar 10, 2003",ODI # 1985,ODI 
Sri Lanka,India,no result,,Colombo (RPS),"Sep 30, 2002",ODI # 1889,ODI 
Sri Lanka,India,no result,,Colombo (RPS),"Sep 29, 2002",ODI # 1888,ODI 
India,Sri Lanka,India,63 runs,Bristol,"Jul 11, 2002",ODI # 1855,ODI 
India,Sri Lanka,India,4 wickets,Birmingham,"Jul 6, 2002",ODI # 1852,ODI 
India,Sri Lanka,India,4 wickets,The Oval,"Jun 30, 2002",ODI # 1849,ODI 
Sri Lanka,India,Sri Lanka,121 runs,Colombo (RPS),"Aug 5, 2001",ODI # 1744,ODI 
Sri Lanka,India,India,46 runs,Colombo (SSC),"Aug 1, 2001",ODI # 1742,ODI 
Sri Lanka,India,India,7 wickets,Colombo (RPS),"Jul 28, 2001",ODI # 1740,ODI 
Sri Lanka,India,Sri Lanka,6 runs,Colombo (RPS),"Jul 22, 2001",ODI # 1737,ODI 
India,Sri Lanka,Sri Lanka,245 runs,Sharjah,"Oct 29, 2000",ODI # 1652,ODI 
India,Sri Lanka,Sri Lanka,68 runs,Sharjah,"Oct 27, 2000",ODI # 1650,ODI 
India,Sri Lanka,Sri Lanka,5 wickets,Sharjah,"Oct 20, 2000",ODI # 1640,ODI 
India,Sri Lanka,Sri Lanka,71 runs,Dhaka,"Jun 1, 2000",ODI # 1598,ODI 
Sri Lanka,India,India,23 runs,Colombo (SSC),"Aug 29, 1999",ODI # 1490,ODI 
Sri Lanka,India,Sri Lanka,7 wickets,Colombo (RPS),"Aug 25, 1999",ODI # 1487,ODI 
India,Sri Lanka,India,157 runs,Taunton,"May 26, 1999",ODI # 1463,ODI 
India,Sri Lanka,India,51 runs,Pune,"Mar 30, 1999",ODI # 1426,ODI 
India,Sri Lanka,India,80 runs,Nagpur,"Mar 22, 1999",ODI # 1415,ODI 
India,Sri Lanka,India,81 runs,Sharjah,"Nov 9, 1998",ODI # 1370,ODI 
India,Sri Lanka,India,3 wickets,Sharjah,"Nov 6, 1998",ODI # 1366,ODI 
Sri Lanka,India,India,6 runs,Colombo (RPS),"Jul 7, 1998",ODI # 1344,ODI 
Sri Lanka,India,Sri Lanka,8 runs,Colombo (SSC),"Jul 1, 1998",ODI # 1341,ODI 
Sri Lanka,India,India,8 wickets,Colombo (RPS),"Jun 19, 1998",ODI # 1338,ODI 
India,Sri Lanka,Sri Lanka,5 wickets,Margao,"Dec 28, 1997",ODI # 1269,ODI 
India,Sri Lanka,no result,,Indore,"Dec 25, 1997",ODI # 1268,ODI 
India,Sri Lanka,India,7 wickets,Guwahati,"Dec 22, 1997",ODI # 1267,ODI 
Sri Lanka,India,Sri Lanka,9 runs,Colombo (SSC),"Aug 24, 1997",ODI # 1226,ODI 
Sri Lanka,India,no result,,Colombo (SSC),"Aug 23, 1997",ODI # 1225,ODI 
Sri Lanka,India,Sri Lanka,7 wickets,Colombo (RPS),"Aug 20, 1997",ODI # 1224,ODI 
Sri Lanka,India,Sri Lanka,2 runs,Colombo (RPS),"Aug 17, 1997",ODI # 1223,ODI 
Sri Lanka,India,Sri Lanka,8 wickets,Colombo (RPS),"Jul 26, 1997",ODI # 1222,ODI 
Sri Lanka,India,Sri Lanka,6 wickets,Colombo (RPS),"Jul 18, 1997",ODI # 1218,ODI 
India,Sri Lanka,Sri Lanka,5 wickets,Wankhede,"May 17, 1997",ODI # 1207,ODI 
Sri Lanka,India,Sri Lanka,9 wickets,Colombo (RPS),"Aug 28, 1996",ODI # 1106,ODI 
India,Sri Lanka,India,12 runs,Singapore,"Apr 3, 1996",ODI # 1089,ODI 
India,Sri Lanka,Sri Lanka,,Eden Gardens,"Mar 13, 1996",ODI # 1081,ODI 
India,Sri Lanka,Sri Lanka,6 wickets,Delhi,"Mar 2, 1996",ODI # 1070,ODI 
India,Sri Lanka,India,8 wickets,Sharjah,"Apr 14, 1995",ODI # 999,ODI 
India,Sri Lanka,India,8 wickets,Sharjah,"Apr 9, 1995",ODI # 997,ODI 
Sri Lanka,India,India,6 wickets,Colombo (SSC),"Sep 17, 1994",ODI # 927,ODI 
Sri Lanka,India,Sri Lanka,7 wickets,Colombo (RPS),"Sep 5, 1994",ODI # 922,ODI 
Sri Lanka,India,no result,,Colombo (RPS),"Sep 4, 1994",ODI # 921,ODI 
India,Sri Lanka,Sri Lanka,4 wickets,Jalandhar,"Feb 20, 1994",ODI # 883,ODI 
India,Sri Lanka,India,7 wickets,Hyderabad (Deccan),"Feb 18, 1994",ODI # 881,ODI 
India,Sri Lanka,India,8 runs,Rajkot,"Feb 15, 1994",ODI # 879,ODI 
India,Sri Lanka,India,7 wickets,Kanpur,"Nov 7, 1993",ODI # 846,ODI 
Sri Lanka,India,Sri Lanka,4 wickets,Moratuwa,"Aug 14, 1993",ODI # 835,ODI 
Sri Lanka,India,Sri Lanka,8 runs,Colombo (RPS),"Aug 12, 1993",ODI # 834,ODI 
Sri Lanka,India,India,1 run,Colombo (RPS),"Jul 25, 1993",ODI # 833,ODI 
India,Sri Lanka,no result,,Mackay,"Feb 28, 1992",ODI # 722,ODI 
India,Sri Lanka,India,7 wickets,Eden Gardens,"Jan 4, 1991",ODI # 661,ODI 
India,Sri Lanka,Sri Lanka,36 runs,Cuttack,"Dec 28, 1990",ODI # 658,ODI 
India,Sri Lanka,Sri Lanka,7 wickets,Margao,"Dec 8, 1990",ODI # 648,ODI 
India,Sri Lanka,India,6 wickets,Pune,"Dec 5, 1990",ODI # 646,ODI 
India,Sri Lanka,India,19 runs,Nagpur,"Dec 1, 1990",ODI # 644,ODI 
India,Sri Lanka,Sri Lanka,3 wickets,Sharjah,"Apr 25, 1990",ODI # 623,ODI 
India,Sri Lanka,India,6 runs,Ahmedabad,"Oct 22, 1989",ODI # 580,ODI 
India,Sri Lanka,India,6 wickets,Dhaka,"Nov 4, 1988",ODI # 534,ODI 
India,Sri Lanka,Sri Lanka,17 runs,Dhaka,"Oct 29, 1988",ODI # 530,ODI 
India,Sri Lanka,India,18 runs,Sharjah,"Mar 25, 1988",ODI # 512,ODI 
India,Sri Lanka,India,10 runs,Wankhede,"Jan 17, 1987",ODI # 419,ODI 
India,Sri Lanka,India,94 runs,Vadodara,"Jan 15, 1987",ODI # 417,ODI 
India,Sri Lanka,India,6 wickets,Delhi,"Jan 13, 1987",ODI # 416,ODI 
India,Sri Lanka,India,8 wickets,Guwahati,"Jan 11, 1987",ODI # 415,ODI 
India,Sri Lanka,Sri Lanka,117 runs,Kanpur,"Dec 24, 1986",ODI # 407,ODI 
India,Sri Lanka,India,7 wickets,Sharjah,"Nov 27, 1986",ODI # 401,ODI 
India,Sri Lanka,India,3 wickets,Sharjah,"Apr 13, 1986",ODI # 383,ODI 
Sri Lanka,India,no result,,Colombo (PSS),"Sep 22, 1985",ODI # 334,ODI 
Sri Lanka,India,Sri Lanka,14 runs,Colombo (PSS),"Sep 21, 1985",ODI # 333,ODI 
Sri Lanka,India,India,2 wickets,Colombo (SSC),"Aug 25, 1985",ODI # 332,ODI 
India,Sri Lanka,India,10 wickets,Sharjah,"Apr 8, 1984",ODI # 260,ODI 
India,Sri Lanka,India,6 wickets,Bengaluru,"Sep 26, 1982",ODI # 159,ODI 
India,Sri Lanka,India,6 wickets,Delhi,"Sep 15, 1982",ODI # 157,ODI 
India,Sri Lanka,India,78 runs,Amritsar,"Sep 12, 1982",ODI # 156,ODI 
India,Sri Lanka,Sri Lanka,47 runs,Manchester,"Jun 16-18, 1979",ODI # 68,ODI 
Sri Lanka,India,tied,,Pallekele,"Jul 30, 2024",T20I # 2769,T20I 
Sri Lanka,India,India,7 wickets,Pallekele,"Jul 28, 2024",T20I # 2768,T20I 
Sri Lanka,India,India,43 runs,Pallekele,"Jul 27, 2024",T20I # 2767,T20I 
India,Sri Lanka,India,91 runs,Rajkot,"Jan 7, 2023",T20I # 1986,T20I 
India,Sri Lanka,Sri Lanka,16 runs,Pune,"Jan 5, 2023",T20I # 1985,T20I 
India,Sri Lanka,India,2 runs,Wankhede,"Jan 3, 2023",T20I # 1984,T20I 
India,Sri Lanka,Sri Lanka,6 wickets,Dubai (DICS),"Sep 6, 2022",T20I # 1759,T20I 
India,Sri Lanka,India,6 wickets,Dharamsala,"Feb 27, 2022",T20I # 1494,T20I 
India,Sri Lanka,India,7 wickets,Dharamsala,"Feb 26, 2022",T20I # 1493,T20I 
India,Sri Lanka,India,62 runs,Lucknow,"Feb 24, 2022",T20I # 1492,T20I 
Sri Lanka,India,Sri Lanka,7 wickets,Colombo (RPS),"Jul 29, 2021",T20I # 1207,T20I 
Sri Lanka,India,Sri Lanka,4 wickets,Colombo (RPS),"Jul 28, 2021",T20I # 1206,T20I 
Sri Lanka,India,India,38 runs,Colombo (RPS),"Jul 25, 2021",T20I # 1204,T20I 
India,Sri Lanka,India,78 runs,Pune,"Jan 10, 2020",T20I # 1027,T20I 
India,Sri Lanka,India,7 wickets,Indore,"Jan 7, 2020",T20I # 1026,T20I 
India,Sri Lanka,no result,,Guwahati,"Jan 5, 2020",T20I # 1025,T20I 
Sri Lanka,India,India,6 wickets,Colombo (RPS),"Mar 12, 2018",T20I # 659,T20I 
Sri Lanka,India,Sri Lanka,5 wickets,Colombo (RPS),"Mar 6, 2018",T20I # 656,T20I 
India,Sri Lanka,India,5 wickets,Wankhede,"Dec 24, 2017",T20I # 635,T20I 
India,Sri Lanka,India,88 runs,Indore,"Dec 22, 2017",T20I # 634,T20I 
